date,carbune,consum,hidro,hidrocarburi,nuclear,eolian,productie,fotovolt,biomasa,sold
2024-03-25 23:56:41,615,6004,2113,1666,1370,2152,7982,-1,67,-1978
2024-03-25 12:08:41,548,6381,1453,1522,1311,2396,7789,490,68,-1407
2024-03-25 00:26:35,612,5204,1642,1201,1398,1223,6140,-2,67,-936
2024-03-24 12:30:43,548,4739,1021,1076,1397,440,5260,712,66,-522
2024-03-24 00:47:38,610,5260,1408,1155,1399,1826,6459,-2,67,-1199
2024-03-23 12:59:38,668,4851,1074,1035,1404,507,5743,984,67,-891
2024-03-23 01:17:32,756,5637,1694,1262,1381,161,5320,-1,65,317
2024-03-22 13:30:31,780,6096,1963,1280,1364,147,6498,895,69,-402
2024-03-22 01:47:27,830,5688,1869,1618,1383,323,6081,-2,60,-393
2024-03-21 14:00:27,864,6340,1797,1278,1336,625,6947,981,67,-607
2024-03-21 02:16:27,853,5703,2076,1619,1388,614,6616,-1,67,-913
2024-03-20 14:29:27,664,6408,1793,1600,1361,1384,7741,866,68,-1333
2024-03-20 02:47:27,707,5738,2019,1655,1395,873,6713,-1,65,-975
2024-03-19 14:59:27,845,6938,2288,1638,1352,358,7017,469,68,-79
2024-03-19 03:17:27,757,5620,1925,1621,1392,268,6027,-2,66,-407
2024-03-18 14:16:27,669,6481,2147,1622,1326,4,6635,795,66,-154
2024-03-18 02:29:27,768,4999,1876,1209,1395,560,5870,-2,64,-871
2024-03-17 14:46:27,663,4789,1887,1174,1397,528,6359,643,59,-1570
2024-03-17 03:00:27,743,5166,1778,1224,1397,134,5333,-2,58,-167
2024-03-16 15:17:27,672,5566,1991,1582,1391,-1,6362,671,57,-797
2024-03-16 03:29:27,733,5531,1877,1606,1386,243,5900,-1,57,-369
2024-03-15 15:46:27,800,6927,2467,1650,1358,330,6957,293,59,-30
2024-03-15 03:59:27,782,5595,1913,1617,1390,561,6320,-2,58,-725
2024-03-14 16:16:27,748,7353,2345,1656,1297,700,6915,112,57,438
2024-03-14 04:29:56,745,5711,1472,1612,1386,1241,6513,-1,59,-802
2024-03-13 16:47:50,863,7444,2072,1702,1380,350,6492,66,56,951
2024-03-13 05:00:49,792,5616,1416,1621,1391,146,5413,-1,48,203
2024-03-12 17:16:45,858,7244,2375,1668,1393,1312,7720,67,48,-476
2024-03-12 05:29:44,813,5799,1317,1621,1383,2368,7548,-1,49,-1749
2024-03-11 17:46:39,864,7432,2177,1381,1324,2584,8379,8,41,-948
2024-03-11 05:59:38,760,5643,1491,1280,1396,1469,6429,-1,30,-786
2024-03-10 18:17:32,715,6186,1995,1245,1405,1518,6909,2,30,-723
2024-03-10 06:29:32,719,5325,1467,1244,1402,470,5328,-1,29,-3
2024-03-09 18:46:27,746,7109,2448,1282,1399,82,5986,-2,29,1123
2024-03-09 07:00:27,748,5912,1707,1263,1400,167,5324,3,37,588
2024-03-08 19:16:27,762,7963,2608,1742,1376,28,6555,-1,40,1409
2024-03-08 07:29:27,749,7097,2361,1713,1400,654,6929,15,37,168
2024-03-07 19:47:27,770,8109,3066,1759,1375,311,7340,1,60,769
2024-03-07 07:59:27,683,7451,2379,1686,1380,786,7048,74,61,403
2024-03-06 20:16:27,753,7789,2578,1732,1368,174,6664,0,59,1125
2024-03-06 07:29:27,696,6969,2232,1695,1377,541,6611,12,54,358
2024-03-05 19:46:27,738,7683,2647,1708,1365,735,7250,-1,58,433
2024-03-05 07:59:27,664,7192,2171,1663,1387,1121,7124,61,57,69
2024-03-04 20:17:56,741,7691,2609,1713,1368,1115,7594,-1,50,97
2024-03-04 08:29:56,543,7030,2362,1676,1384,415,6787,350,55,244
2024-03-03 20:38:27,587,6644,2403,1683,1386,161,6272,-1,53,372
2024-03-03 08:08:42,563,5486,1968,1198,1386,24,5264,72,52,222
2024-03-02 20:25:37,538,6981,2038,1249,1366,958,6201,-1,52,780
2024-03-02 08:38:36,653,6278,2076,1212,1385,772,6249,97,55,29
2024-03-01 20:55:31,561,7378,2309,1669,1373,1725,7696,-1,60,-318
2024-03-01 09:08:31,604,7652,1993,1681,1351,1375,7135,73,57,517
2024-02-29 21:25:27,916,7286,2674,1680,1386,1006,7719,-1,57,-433
2024-02-29 09:38:27,742,7272,2220,1664,1342,425,6740,291,55,531
2024-02-28 21:48:27,868,7009,2416,1688,1393,627,7049,-1,58,-40
2024-02-28 09:59:28,827,6922,2238,1698,1393,146,6838,481,55,84
2024-02-27 22:16:27,755,6671,2444,1601,1386,538,6780,-1,57,-110
2024-02-27 10:30:27,744,6478,2096,1670,1339,117,6757,734,56,-279
2024-02-26 22:47:27,714,6300,1942,1663,1376,1426,7176,-1,57,-876
2024-02-26 10:59:27,704,6616,2058,1649,1367,970,7304,500,55,-689
2024-02-25 23:16:27,759,5495,1922,1662,1400,1710,7505,-1,53,-2010
2024-02-25 11:29:27,756,5382,1951,1634,1400,484,6548,276,48,-1166
2024-02-24 23:47:27,788,5548,1978,1665,1393,964,6840,-1,52,-1292
2024-02-24 12:00:27,838,5860,2171,1622,1393,280,6982,627,52,-1122
2024-02-24 00:17:57,897,5920,1814,1677,1391,937,6767,-1,52,-847
2024-02-23 12:29:57,862,6591,2214,1635,1388,358,7228,716,55,-637
2024-02-23 00:47:51,756,5857,1440,1641,1369,1881,7144,-1,56,-1287
2024-02-22 12:59:51,815,6397,1783,1454,1360,243,6650,942,55,-253
2024-02-22 01:17:45,907,5888,1605,1750,1387,147,5856,-2,57,32
2024-02-21 13:29:45,756,6806,2144,1685,1323,53,6495,477,56,311
2024-02-21 01:46:40,847,5728,1561,1710,1372,379,5924,-1,57,-196
2024-02-20 13:59:39,742,7036,2002,1646,1337,117,6472,570,58,564
2024-02-20 02:17:32,882,5632,1723,1614,1364,318,5951,-2,52,-319
2024-02-19 14:29:32,883,6920,2184,1424,1300,6,6424,570,57,496
2024-02-19 02:48:27,736,5107,1667,1507,1378,805,6143,-2,53,-1036
2024-02-18 14:59:27,864,5555,2311,1471,1400,657,7152,394,54,-1597
2024-02-17 16:47:27,787,6423,2409,1507,1399,15,6326,153,55,97
2024-02-17 04:59:27,736,5384,2146,1496,1396,209,6036,-2,55,-652
2024-02-16 17:16:55,740,7026,2473,1500,1382,849,7071,68,59,-45
2024-02-16 05:30:53,710,5823,2128,1490,1390,1730,7504,-1,57,-1681
2024-02-15 17:47:48,838,7426,2419,1511,1377,2146,8356,6,58,-930
2024-02-15 05:59:48,750,6123,2307,1472,1386,2527,8520,-1,59,-2397
2024-02-14 18:17:42,723,7761,2686,1505,1370,2531,8872,-1,59,-1111
2024-02-14 06:29:42,753,6217,1946,1479,1392,1841,7467,-1,58,-1250
2024-02-13 18:49:34,886,7814,2869,1522,1365,390,7090,0,58,723
2024-02-13 00:30:27,882,5711,1827,1484,1381,782,6412,-1,58,-702
2024-02-12 12:48:27,739,7039,2220,1470,1317,2530,8628,295,57,-1589
2024-02-12 00:59:28,700,5043,1574,1486,1395,2180,7386,-1,52,-2344
2024-02-11 13:16:27,857,5405,1746,1473,1393,2349,8142,271,54,-2737
2024-02-11 01:29:27,743,5086,1634,1475,1397,1158,6458,-1,53,-1373
2024-02-10 13:46:55,748,5899,2167,1480,1386,494,6660,331,55,-761
2024-02-10 01:59:54,739,5470,1692,1501,1394,1221,6601,-1,55,-1131
2024-02-09 14:16:49,744,6601,2016,1482,1356,1533,7704,518,56,-1103
2024-02-09 02:29:48,701,5467,1494,1496,1396,2103,7245,-1,57,-1778
2024-02-08 14:47:42,706,6674,2099,1504,1282,1706,7892,535,60,-1219
2024-02-08 02:59:42,849,5401,1845,1502,1398,1592,7241,-1,57,-1840
2024-02-07 15:16:37,719,6546,1628,1464,1347,1731,7487,543,57,-942
2024-02-07 03:29:37,742,5492,1485,1541,1404,1839,7069,-1,58,-1577
2024-02-06 15:46:31,812,6567,1836,1523,1387,1882,7969,467,58,-1402
2024-02-06 03:59:30,972,5495,1629,1548,1392,1780,7376,-1,57,-1881
2024-02-05 16:17:27,812,7058,1789,1579,1339,2351,8104,175,59,-1046
2024-02-05 04:29:27,872,5359,1260,1585,1402,2136,7307,-1,54,-1948
2024-02-04 16:46:27,802,6052,1307,1059,1399,1744,6448,72,58,-395
2024-02-04 04:59:27,943,5323,1326,1594,1401,1267,6588,-1,58,-1265
2024-02-03 17:16:27,956,7201,1930,1624,1393,1704,7680,9,66,-479
2024-02-03 05:29:27,954,5860,1442,1667,1394,789,6312,-1,66,-451
2024-02-02 17:46:27,966,7942,2219,1810,1380,557,7001,-1,69,940
2024-02-02 05:59:27,912,6444,1408,1803,1391,1327,6907,-1,67,-463
2024-02-01 18:17:27,977,8315,2488,1849,1368,943,7695,-1,70,620
2024-02-01 06:26:14,956,6951,1708,1842,1399,232,6204,-1,68,747
2024-01-31 12:17:31,936,7180,1780,1814,1337,58,6915,922,68,265
2024-01-30 16:17:14,1015,7331,1945,1837,1380,68,6529,214,69,803
2024-01-30 02:59:23,970,6030,1652,1776,1399,1048,6914,-1,70,-884
2024-01-29 08:59:41,961,8283,2498,1855,1398,1418,8345,144,72,-63
2024-01-28 21:16:36,848,6826,2107,1848,1403,2031,8307,-1,73,-1481
2024-01-28 09:30:34,885,6238,2241,1413,1401,659,6856,196,62,-618
2024-01-27 21:47:29,874,6922,2407,1685,1406,1228,7661,-1,60,-738
2024-01-27 09:59:29,901,7344,2605,1817,1397,102,7047,163,59,297
2024-01-26 22:17:23,907,6935,2670,1858,1390,513,7397,-1,60,-461
2024-01-26 10:29:23,850,7777,2422,1839,1324,847,7851,507,62,-75
2024-01-25 22:47:17,839,6682,2181,1841,1385,1438,7742,-1,58,-1060
2024-01-25 10:59:17,921,7928,2460,1860,1355,859,7838,324,60,90
2024-01-24 23:16:14,878,6548,2309,1820,1399,2051,8516,-1,61,-1968
2024-01-24 11:30:14,961,7617,2620,1913,1395,186,7483,345,61,135
2024-01-23 23:46:14,988,6623,2304,1903,1382,117,6753,-1,61,-131
2024-01-23 11:59:14,965,8190,2828,1885,1318,478,7833,298,61,358
2024-01-23 00:16:14,947,6646,2129,1904,1369,367,6802,26,61,-156
2024-01-22 12:29:14,952,7958,2735,1881,1299,139,7450,389,56,509
2024-01-22 00:46:14,860,5889,1582,1805,1386,623,6315,-1,60,-426
2024-01-21 12:55:14,878,6180,2672,1843,1383,411,7633,387,59,-1453
2024-01-21 00:55:14,845,5903,1655,1724,1380,504,6165,-1,58,-262
2024-01-20 12:47:29,835,7292,2205,1738,1385,1867,8346,257,56,-1055
2024-01-20 00:59:29,837,6102,1556,1760,1379,2033,7621,-1,57,-1519
2024-01-19 13:16:24,893,7743,2108,1765,1360,656,7174,346,46,569
2024-01-19 01:29:23,852,5953,1389,1663,1368,1920,7251,-1,59,-1298
2024-01-18 13:46:18,885,7946,2085,1792,1334,819,7212,242,56,734
2024-01-18 01:57:19,868,5880,1274,1708,1390,1793,7090,-1,58,-1210
2024-01-17 14:08:20,905,7725,2259,1855,1399,777,7509,256,59,215
2024-01-17 02:27:14,899,5931,1335,1759,1398,307,5755,-1,59,176
2024-01-16 14:38:14,748,7254,1771,1805,1398,746,7091,558,61,164
2024-01-16 02:55:14,849,5963,1321,1729,1398,1205,6560,-1,59,-597
2024-01-15 15:08:14,837,7851,2071,1841,1335,1214,7487,131,60,363
2024-01-15 03:25:14,851,5481,1534,1835,1402,735,6413,-2,59,-932
2024-01-14 15:38:14,877,6291,1567,1803,1397,1324,7251,219,59,-960
2024-01-14 03:55:14,872,5777,1294,1846,1399,1108,6578,-1,60,-801
2024-01-13 16:08:14,943,7258,1726,1843,1398,1189,7269,113,58,-11
2024-01-13 04:25:14,970,6096,1294,1873,1397,320,5912,-2,60,183
2024-01-12 10:08:26,1083,8481,2496,1873,1306,1513,8457,127,57,25
2024-01-11 22:25:21,930,7290,1702,1851,1387,1752,7677,-1,56,-387
2024-01-11 10:37:21,944,8112,2113,1846,1325,646,7499,567,57,613
2024-01-10 22:55:15,893,6966,1622,1852,1389,1436,7248,-1,57,-282
2024-01-10 11:08:20,954,7952,1996,1880,1362,792,7623,580,59,329
2024-01-09 23:25:20,880,6589,2114,1873,1394,1941,8253,-1,52,-1664
2024-01-09 11:38:20,882,8251,2418,1894,1380,2218,9070,225,53,-819
2024-01-08 22:17:42,909,7226,2485,1861,1370,2220,8900,0,54,-1673
2024-01-08 09:38:34,910,8286,2356,1785,1360,2440,8943,32,57,-658
2024-01-07 21:55:29,836,6316,2457,1616,1385,666,7012,-1,53,-696
2024-01-07 10:08:28,854,5822,2614,1662,1373,1033,7655,66,54,-1834
2024-01-06 22:25:23,842,6022,2156,1602,1389,1199,7242,-1,55,-1220
2024-01-06 10:38:22,742,5853,2106,1637,1380,1077,7180,182,55,-1327
2024-01-05 22:55:20,812,6293,2472,1593,1398,290,6616,-1,53,-324
2024-01-05 11:09:15,698,6422,2197,1537,1386,1435,7995,690,52,-1574
2024-01-04 23:16:22,865,6113,2311,1654,1389,1913,8186,-1,54,-2072
2024-01-04 10:18:31,871,6969,2288,1592,1363,1827,8271,274,56,-1302
2024-01-03 10:16:06,872,7023,2395,1462,1318,1190,7362,94,31,-339
2024-01-02 22:29:06,845,5610,2095,1418,1398,458,6244,-1,32,-634
2024-01-02 10:46:05,855,5590,2515,1457,1390,126,6595,220,32,-1005
2024-01-01 20:59:05,733,5626,2165,1411,1392,2084,7816,-1,31,-2190
2024-01-01 09:08:04,795,4574,1315,1296,1394,445,5369,92,31,-796
2023-12-31 16:08:13,848,5824,2626,1628,1395,100,6692,66,30,-868
2023-12-31 04:25:08,839,4694,1296,1602,1396,502,5665,-2,32,-971
2023-12-30 16:38:07,1007,6642,2796,1656,1371,423,7288,2,31,-646
2023-12-29 19:47:23,1005,6934,2818,1705,1340,353,7264,0,44,-331
2023-12-28 15:30:20,865,6234,2247,1725,1369,608,7063,207,40,-829
2023-12-28 03:08:39,846,4989,1561,1705,1382,501,6038,-1,46,-1050
2023-12-27 15:26:33,855,5807,1979,1699,1368,339,6514,232,42,-707
2023-12-27 03:38:33,849,4602,1483,1615,1395,1656,7044,-2,48,-2442
2023-12-26 15:55:28,869,5201,1391,1762,1397,332,5876,74,48,-675
2023-12-26 04:09:26,811,4557,1125,1619,1396,1091,6091,-1,48,-1533
2023-12-25 16:25:22,891,5179,1474,1772,1396,1513,7115,23,48,-1936
2023-12-25 03:29:31,816,4675,1079,1525,1394,980,5835,-1,43,-1160
2023-12-24 15:47:25,1110,6226,1701,1809,1400,356,6506,88,41,-281
2023-12-24 04:00:24,1037,5159,1318,1794,1392,704,6289,-1,45,-1130
2023-12-23 16:17:19,1024,7276,2872,1835,1395,944,8135,16,49,-859
2023-12-23 04:29:19,973,5336,1430,1700,1395,1760,7288,0,31,-1953
2023-12-22 16:48:12,877,7696,2242,1876,1372,2364,8762,1,30,-1065
2023-12-22 04:59:13,973,5858,1373,1806,1395,1358,6946,-1,41,-1088
2023-12-21 17:17:10,1022,8081,2013,1884,1337,213,6511,0,42,1570
2023-12-21 05:29:10,867,5977,1440,1805,1395,1414,6963,-1,41,-985
2023-12-20 17:46:10,1025,8279,2323,1906,1380,1002,7675,-1,40,604
2023-12-20 05:59:10,1039,6309,1608,1826,1398,528,6439,-1,39,-130
2023-12-19 18:16:10,1014,8267,2308,1868,1383,450,7061,-1,39,1206
2023-12-19 06:29:10,1020,6737,1687,1858,1394,77,6074,-1,40,663
2023-12-18 18:47:10,743,8284,2263,1566,1369,1720,7718,-1,59,566
2023-12-18 06:59:10,759,7050,1707,1426,1397,1341,6684,-1,55,365
2023-12-17 19:17:10,675,7286,2220,1463,1397,1673,7485,0,58,-199
2023-12-17 07:29:10,677,5927,1871,989,1398,915,5905,-1,55,22
2023-12-16 19:46:37,735,7641,2530,1591,1395,502,6813,0,59,829
2023-12-16 07:46:09,791,6673,2212,1862,1394,1630,7957,-1,61,-1284
2023-12-15 19:59:09,951,7995,2494,1896,1379,1533,8312,-1,59,-316
2023-12-15 08:16:09,1004,7945,2410,1871,1392,845,7580,2,56,366
2023-12-14 20:29:09,975,7985,2326,1820,1367,1288,7830,0,55,154
2023-12-14 08:47:36,1110,8182,2444,1745,1399,720,7503,25,60,679
2023-12-13 20:57:38,1082,7904,2182,1743,1380,2062,8488,-1,41,-584
2023-12-13 08:59:09,1090,8340,2066,1796,1391,450,6882,45,42,1458
2023-12-12 21:08:09,1092,7803,1501,1752,1391,1266,7048,-1,46,755
2023-12-12 09:08:09,1162,8408,2009,1781,1388,745,7214,80,50,1194
2023-12-11 21:25:09,1275,7707,2423,1791,1385,233,7164,-1,57,543
2023-12-11 09:37:09,1128,8207,2056,1756,1308,216,6591,75,49,1616
2023-12-10 21:56:09,1060,6658,2406,1798,1394,12,6724,-1,54,-66
2023-12-10 10:08:09,1098,6503,2366,1814,1393,37,6826,59,59,-323
2023-12-09 22:25:09,1006,6767,2166,1778,1391,529,6928,-1,59,-161
2023-12-09 10:38:09,987,7472,2290,1806,1390,1353,7959,79,54,-486
2023-12-08 22:55:09,1062,6850,2193,1776,1380,1481,7956,-1,58,-1105
2023-12-08 10:38:10,1068,8575,3005,1780,1291,1022,8289,64,59,286
2023-12-07 22:55:09,1047,6780,2219,1758,1374,946,7402,-1,60,-622
2023-12-07 11:08:09,1060,8623,2096,1756,1373,1592,8018,79,58,605
2023-12-06 23:26:09,1046,6533,1907,1750,1375,1861,7996,-1,58,-1463
2023-12-06 11:38:09,1069,7811,2375,1727,1319,979,7733,210,54,78
2023-12-05 23:46:08,1070,6399,2145,1730,1381,341,6721,-1,54,-322
2023-12-05 11:55:08,965,8142,1975,1772,1343,1366,7652,179,52,490
2023-12-05 00:08:08,1048,6283,1902,1814,1380,247,6450,-1,52,-168
2023-12-04 12:25:08,1065,7799,2133,1779,1387,56,6835,361,51,964
2023-12-04 00:38:08,1066,5473,1808,1710,1386,810,6829,-1,49,-1356
2023-12-03 12:56:08,1082,6078,2110,1700,1395,329,6786,122,43,-707
2023-12-03 01:08:08,970,5241,1622,1668,1398,1513,7216,-1,45,-1975
2023-12-02 13:25:08,1074,6408,2050,1746,1397,941,7372,129,48,-965
2023-12-02 01:38:08,1073,5214,1684,1737,1393,1327,7263,0,49,-2049
2023-12-01 13:55:08,1037,6525,1659,1724,1395,1430,7464,182,38,-939
2023-12-01 02:08:08,1077,5345,1412,1709,1396,1599,7230,-1,38,-1886
2023-11-30 14:25:33,956,6526,1516,1781,1378,153,6080,247,49,445
2023-11-29 05:07:25,948,5968,1468,1649,1381,1513,7038,-1,54,-1070
2023-11-28 17:25:19,974,8214,1975,1749,1347,1558,7654,0,51,560
2023-11-28 05:38:18,978,5962,1618,1684,1373,505,6204,-1,47,-243
2023-11-27 17:47:21,1016,8189,1949,1754,1310,721,6802,0,52,1387
2023-11-27 05:59:21,1005,5783,1575,1595,1204,603,6024,-1,43,-241
2023-11-26 18:19:13,1002,6854,2668,1658,980,600,6949,-1,44,-95
2023-11-26 06:29:15,945,5370,2539,1570,752,519,6367,0,43,-997
2023-11-25 18:46:11,996,7435,1843,1663,676,2374,7598,0,46,-162
2023-11-25 06:59:11,956,5940,1437,1568,674,175,4854,0,44,1086
2023-11-24 19:16:11,1045,7657,1880,1646,665,1043,6327,0,48,1330
2023-11-24 07:29:11,983,7019,1721,1667,681,2367,7473,0,54,-454
2023-11-23 19:46:11,1053,7878,2043,1673,669,2301,7791,-1,53,87
2023-11-23 07:59:11,1139,7506,2322,1710,676,0,5905,4,54,1602
2023-11-22 20:17:11,968,7596,1970,1596,670,1937,7197,0,56,399
2023-11-22 08:29:11,1116,7731,1989,1524,681,1003,6378,12,54,1354
2023-11-21 20:47:11,1081,7383,2278,1556,675,211,5856,0,56,1527
2023-11-21 08:59:11,1099,7269,2283,1533,681,540,6345,154,54,924
2023-11-20 21:17:38,1112,7405,2592,1547,666,239,6216,0,60,1189
2023-11-20 06:25:11,944,5991,1618,1502,1380,368,5865,-1,55,126
2023-11-19 18:38:11,1088,6750,2401,1498,1092,1368,7501,0,54,-751
2023-11-18 23:38:11,942,5607,2969,1348,706,1457,7473,-1,53,-1866
2023-11-18 11:38:16,952,6937,2191,1410,1391,1462,7583,124,53,-646
2023-11-17 23:47:19,1062,5959,2209,1426,1387,435,6574,-1,55,-615
2023-11-17 11:59:19,1055,7327,2147,1459,1370,490,6813,238,55,513
2023-11-17 00:17:13,1036,5727,1489,1446,1387,26,5438,0,54,289
2023-11-16 12:29:13,852,6416,1942,1408,1311,235,6356,555,52,60
2023-11-16 00:46:11,945,5584,1268,1412,1403,1272,6347,-1,49,-763
2023-11-15 12:59:11,1098,7261,1930,1389,1387,59,6071,172,37,1190
2023-11-15 01:16:11,985,5436,1310,1386,1397,866,5989,-1,43,-553
2023-11-14 13:29:11,750,6901,1247,1414,1387,1956,7197,391,52,-297
2023-11-14 01:47:11,952,5416,1288,1391,1384,554,5615,-1,47,-199
2023-11-13 13:59:11,938,6697,1657,1379,1347,25,5934,537,51,763
2023-11-13 01:59:11,746,4765,1267,1390,1393,308,5143,-1,40,-379
2023-11-12 14:08:11,884,5136,1389,1321,1392,2574,8051,447,39,-2915
2023-11-12 02:25:11,701,4956,1388,1353,1396,2527,7402,-1,38,-2446
2023-11-11 14:38:11,821,6229,1684,1401,1390,677,6104,83,48,125
2023-11-11 02:55:11,899,5234,1202,1318,1390,1449,6305,0,46,-1072
2023-11-10 14:29:37,876,6796,1534,1407,1350,2348,7850,285,50,-1055
2023-11-10 02:46:32,874,5299,1342,1325,1387,588,5554,0,39,-256
2023-11-09 14:56:34,811,6311,1597,1362,1326,129,5756,476,52,554
2023-11-09 02:38:10,949,5205,1609,1309,1390,815,6114,-1,44,-909
2023-11-08 14:29:26,920,6741,1098,1336,1388,1957,6833,84,50,-92
2023-11-08 02:46:21,1007,5278,1287,1313,1382,959,5998,0,51,-721
2023-11-07 14:59:20,886,6347,1321,1329,1315,282,5463,266,57,884
2023-11-07 03:16:15,925,5146,1269,1374,1391,239,5248,-1,50,-102
2023-11-06 15:29:15,729,6407,1037,1337,1338,1600,6428,331,57,-22
2023-11-06 03:47:09,868,4633,981,1177,1388,2232,6684,0,39,-2051
2023-11-05 15:59:09,703,5389,1311,1288,1386,1674,6520,120,36,-1131
2023-11-05 04:17:09,612,4682,971,1233,1386,2078,6316,-1,37,-1635
2023-11-04 16:30:09,813,6128,1490,1298,1389,2162,7201,12,37,-1073
2023-11-04 04:46:09,791,5062,1045,1239,1387,999,5498,0,37,-436
2023-11-03 16:59:09,866,7074,1487,1384,1368,2125,7280,7,44,-206
2023-11-03 05:17:09,859,5263,1240,1357,1382,356,5235,0,40,27
2023-11-02 17:29:09,723,7179,1259,1387,1308,839,5561,0,44,1618
2023-11-02 05:46:09,835,5409,1204,1298,1393,328,5093,-1,35,316
2023-11-01 17:59:08,652,7175,1045,1327,1371,1620,6058,1,42,1117
2023-11-01 06:17:37,830,5648,1325,1321,1400,731,5643,0,36,5
2023-10-31 18:29:37,879,7287,1222,1328,1377,2011,6860,0,44,427
2023-10-31 06:47:31,928,5855,1479,1357,1397,749,5952,-1,42,-97
2023-10-30 18:59:31,930,7253,1397,1331,1366,1579,6650,0,46,604
2023-10-30 07:18:24,940,6101,1246,1368,1378,461,5445,16,36,657
2023-10-29 19:29:25,902,6063,1340,808,1372,132,4595,1,39,1468
2023-10-29 06:46:21,752,4763,1086,860,1381,346,4464,0,37,299
2023-10-28 18:59:21,948,6594,1228,859,1374,1060,5508,0,39,1086
2023-10-28 07:16:20,929,5568,1111,1286,1384,2252,6996,0,35,-1428
2023-10-27 19:29:20,1017,7211,1298,1276,1359,1297,6298,0,51,913
2023-10-27 07:47:20,943,6564,1377,1368,1383,718,5826,0,37,738
2023-10-26 19:59:20,942,7096,1512,1352,1316,814,5992,1,55,1104
2023-10-26 08:17:20,885,6727,1198,1319,1392,720,5592,20,50,1136
2023-10-25 20:29:20,934,7279,1267,1322,1396,2224,7195,0,52,83
2023-10-25 08:47:20,962,6958,1407,1335,1398,1538,6730,41,49,228
2023-10-24 20:59:20,916,6963,1347,1321,1387,428,5446,0,46,1518
2023-10-24 09:16:20,938,6927,1382,1329,1373,120,5382,192,48,1545
2023-10-23 21:30:50,912,6742,1341,1387,1389,240,5319,0,49,1423
2023-10-23 09:47:45,957,6774,1480,1378,1300,68,5503,273,48,1270
2023-10-22 21:59:45,849,5794,1228,1314,1398,480,5315,0,48,478
2023-10-22 10:08:48,776,5019,1295,1288,1398,539,5567,221,47,-548
2023-10-21 22:16:20,932,5863,1361,1344,1400,505,5585,-1,46,278
2023-10-21 10:17:20,879,5779,1271,1231,1398,1185,6434,424,47,-655
2023-10-20 22:29:20,877,6322,1362,1374,1383,1052,6095,-1,48,226
2023-10-20 10:47:20,888,6612,1498,1389,1372,457,6020,368,47,592
2023-10-19 22:55:20,834,6234,1009,1350,1396,2338,6976,0,50,-742
2023-10-19 11:00:20,810,6552,1214,1351,1362,1695,6934,454,47,-382
2023-10-18 23:08:20,882,6027,1382,1340,1388,696,5739,-1,46,288
2023-10-18 10:25:20,630,6648,1344,1297,1387,172,5374,495,50,1274
2023-10-17 22:39:20,856,6265,1337,1358,1395,172,5168,0,50,1097
2023-10-17 10:55:20,900,6369,1181,1270,1282,18,5187,486,50,1183
2023-10-16 23:08:20,924,5892,1332,1330,1381,204,5219,0,48,673
2023-10-16 11:17:20,932,6321,1263,1255,1359,1772,7154,524,49,-833
2023-10-15 23:29:20,933,5079,1190,1169,1383,614,5336,0,47,-256
2023-10-15 11:38:20,927,5117,1184,1152,1393,403,5597,488,50,-480
2023-10-14 23:55:20,917,5011,1038,1151,1390,1369,5913,0,49,-902
2023-10-14 12:09:20,720,4754,867,1112,1389,313,5163,716,48,-410
2023-10-14 00:16:21,916,5376,1345,1278,1378,72,5047,0,57,328
2023-10-13 11:46:48,862,6450,1663,1269,1298,125,5732,454,61,718
2023-10-12 23:59:47,906,5383,1274,1226,1378,1437,6274,-1,54,-891
2023-10-12 12:08:50,889,5642,1204,1206,1345,669,6092,737,43,-450
2023-10-11 20:08:20,960,7277,1516,1235,1389,731,5883,0,53,1394
2023-10-11 07:38:49,969,6486,1394,1263,1390,127,5208,8,53,1278
2023-10-10 19:55:44,936,7190,1369,1228,1387,668,5639,0,52,1551
2023-10-10 08:08:43,850,6637,1330,1278,1390,546,5467,34,40,1170
2023-10-09 20:25:38,970,7154,1582,1325,1368,297,5583,1,41,1571
2023-10-09 08:38:37,931,6384,1308,1297,1381,351,5492,183,41,892
2023-10-08 20:55:32,916,5912,1306,1314,1383,1737,6698,0,43,-786
2023-10-08 09:07:32,929,4754,1142,1219,1382,1296,6192,194,40,-1438
2023-10-07 21:25:26,944,6063,1100,1245,1382,1971,6684,-2,44,-621
2023-10-07 09:38:25,659,5318,1188,1204,1385,527,5412,403,46,-94
2023-10-06 21:55:20,774,6196,1376,1297,1377,245,5118,0,50,1078
2023-10-06 10:09:20,892,6161,1356,1197,1327,734,5905,345,48,256
2023-10-05 22:25:20,881,5988,1316,1323,1370,738,5675,0,47,313
2023-10-05 10:39:20,749,6112,1198,1208,1301,657,5671,512,46,441
2023-10-04 21:56:20,786,6248,1556,1235,1378,391,5390,0,45,858
2023-10-04 10:08:20,605,6038,1519,1168,1382,335,5541,488,43,497
2023-10-03 22:25:20,802,5842,1271,1243,1385,812,5553,0,41,289
2023-10-03 10:37:20,585,5835,1325,1078,1359,16,4980,577,41,855
2023-10-02 22:55:20,550,5508,1184,1239,1374,1007,5399,0,45,109
2023-10-02 10:56:20,761,5884,1142,1199,1341,1134,6054,431,45,-170
2023-10-01 23:08:20,799,4978,1340,1219,1388,1885,6673,0,42,-1695
2023-10-01 11:25:20,610,4434,1138,1087,1381,1208,6060,591,43,-1626
2023-09-30 23:38:20,710,4940,1220,1275,1380,251,4880,0,43,60
